indu,size,risk,credlim,n,wotot,wotot_mr,expneed,exprev,cum_n,cum_wotot,cum_wotot_mr,cum_expneed,cum_exprev,over_n,over_wotot,over_wotot_mr,over_expneed,over_exprev
N2,S5,M,500,2,8730.597139,5238.358284,681556,17038.9,142,32470.92559,19482.55535,2534850,63371.25,2,8730.597139,5238.358284,681556,17038.9
N2,S5,L,1,14,6.277738125,3.766642875,5357,133.925,14,6.277738125,3.766642875,5357,133.925,94,1883.074172,1129.844503,1606889,40172.225
N2,S5,L,2,13,24.69024912,14.81414947,21069,526.725,27,30.96798725,18.58079235,26426,660.65,80,1876.796434,1126.07786,1601532,40038.3
N2,S5,L,3,5,14.46094614,8.676567683,12340,308.5,32,45.42893339,27.25736003,38766,969.15,67,1852.106184,1111.263711,1580463,39511.575
N2,S5,L,4,15,68.24066576,40.94439946,58232,1455.8,47,113.6695991,68.20175949,96998,2424.95,62,1837.645238,1102.587143,1568123,39203.075
N2,S5,L,7,9,63.53792858,38.12275715,54219,1355.475,56,177.2075277,106.3245166,151217,3780.425,47,1769.404573,1061.642744,1509891,37747.275
N2,S5,L,10,9,87.7313024,52.63878144,74864,1871.6,65,264.9388301,158.9632981,226081,5652.025,38,1705.866644,1023.519986,1455672,36391.8
N2,S5,L,20,12,206.7012953,124.0207772,176385,4409.625,77,471.6401255,282.9840753,402466,10061.65,29,1618.135342,970.8812049,1380808,34520.2
N2,S5,L,50,11,510.241711,306.1450266,435406,10885.15,88,981.8818365,589.1291019,837872,20946.8,17,1411.434046,846.8604277,1204423,30110.575
N2,S5,L,100,4,331.236526,198.7419156,282655,7066.375,92,1313.118362,787.8710175,1120527,28013.175,6,901.1923352,540.7154011,769017,19225.425
N2,S5,L,500,2,569.9558092,341.9734855,486362,12159.05,94,1883.074172,1129.844503,1606889,40172.225,2,569.9558092,341.9734855,486362,12159.05
N2,S6,H,1,4,43.82471381,26.29482829,1459,36.475,4,43.82471381,26.29482829,1459,36.475,13,3652.710297,2191.626178,121605,3040.125
N2,S6,H,2,1,49.17138897,29.50283338,1637,40.925,5,92.99610279,55.79766167,3096,77.4,9,3608.885583,2165.33135,120146,3003.65
N2,S6,H,3,1,66.803402,40.0820412,2224,55.6,6,159.7995048,95.87970287,5320,133,8,3559.714194,2135.828516,118509,2962.725
N2,S6,H,10,3,801.0701115,480.6420669,26669,666.725,9,960.8696163,576.5217698,31989,799.725,7,3492.910792,2095.746475,116285,2907.125
N2,S6,H,20,3,1396.022892,837.6137351,46476,1161.9,12,2356.892508,1414.135505,78465,1961.625,4,2691.840681,1615.104408,89616,2240.4
N2,S6,H,50,1,1295.817789,777.4906733,43140,1078.5,13,3652.710297,2191.626178,121605,3040.125,1,1295.817789,777.4906733,43140,1078.5
N2,S6,M,1,95,494.1252869,296.4751722,38574,964.35,95,494.1252869,296.4751722,38574,964.35,527,177022.7603,106213.6562,13819321,345483.025
N2,S6,M,2,45,835.0325369,501.0195221,65187,1629.675,140,1329.157824,797.4946943,103761,2594.025,432,176528.635,105917.181,13780747,344518.675
N2,S6,M,3,55,1769.558803,1061.735282,138141,3453.525,195,3098.716627,1859.229976,241902,6047.55,387,175693.6024,105416.1615,13715560,342889
N2,S6,M,4,71,3529.100341,2117.460204,275500,6887.5,266,6627.816967,3976.69018,517402,12935.05,332,173924.0436,104354.4262,13577419,339435.475
N2,S6,M,7,44,3411.045209,2046.627126,266284,6657.1,310,10038.86218,6023.317306,783686,19592.15,261,170394.9433,102236.966,13301919,332547.975
N2,S6,M,10,38,4085.08416,2451.050496,318903,7972.575,348,14123.94634,8474.367802,1102589,27564.725,217,166983.8981,100190.3388,13035635,325890.875
N2,S6,M,20,63,11096.42659,6657.855952,866245,21656.125,411,25220.37292,15132.22375,1968834,49220.85,179,162898.8139,97739.28835,12716732,317918.3
N2,S6,M,50,64,24860.49436,14916.29661,1940740,48518.5,475,50080.86728,30048.52037,3909574,97739.35,116,151802.3873,91081.4324,11850487,296262.175
N2,S6,M,100,23,18750.59048,11250.35429,1463769,36594.225,498,68831.45776,41298.87466,5373343,134333.575,52,126941.893,76165.13579,9909747,247743.675
N2,S6,M,200,21,36361.03176,21816.61905,2838532,70963.3,519,105192.4895,63115.49371,8211875,205296.875,29,108191.3025,64914.7815,8445978,211149.45
N2,S6,M,500,4,14673.43559,8804.061351,1145485,28637.125,523,119865.9251,71919.55506,9357360,233934,8,71830.27074,43098.16245,5607446,140186.15
N2,S6,M,999,4,57156.83516,34294.10109,4461961,111549.025,527,177022.7603,106213.6562,13819321,345483.025,4,57156.83516,34294.10109,4461961,111549.025
N2,S6,L,1,52,26.31329697,15.78797818,22454,561.35,52,26.31329697,15.78797818,22454,561.35,243,6856.27558,4113.765348,5850685,146267.125
N2,S6,L,2,24,40.65822741,24.39493645,34695,867.375,76,66.97152438,40.18291463,57149,1428.725,191,6829.962283,4097.97737,5828231,145705.775
N2,S6,L,3,20,59.01097275,35.40658365,50356,1258.9,96,125.9824971,75.58949828,107505,2687.625,167,6789.304055,4073.582433,5793536,144838.4
N2,S6,L,4,18,79.63481319,47.78088792,67955,1698.875,114,205.6173103,123.3703862,175460,4386.5,147,6730.293083,4038.17585,5743180,143579.5
N2,S6,L,7,20,140.3203963,84.19223779,119740,2993.5,134,345.9377066,207.562624,295200,7380,129,6650.65827,3990.394962,5675225,141880.625
N2,S6,L,10,16,159.7665017,95.85990101,136334,3408.35,150,505.7042083,303.422525,431534,10788.35,109,6510.337873,3906.202724,5555485,138887.125
N2,S6,L,20,38,616.2331806,369.7399084,525852,13146.3,188,1121.937389,673.1624334,957386,23934.65,93,6350.571372,3810.342823,5419151,135478.775
N2,S6,L,50,32,1220.805026,732.4830157,1041753,26043.825,220,2342.742415,1405.645449,1999139,49978.475,55,5734.338191,3440.602915,4893299,122332.475
N2,S6,L,100,12,1055.933834,633.5603003,901063,22526.575,232,3398.676249,2039.205749,2900202,72505.05,23,4513.533165,2708.119899,3851546,96288.65
N2,S6,L,200,6,881.6852923,529.0111754,752371,18809.275,238,4280.361541,2568.216925,3652573,91314.325,11,3457.599331,2074.559599,2950483,73762.075
N2,S6,L,500,4,1478.800493,887.2802956,1261909,31547.725,242,5759.162034,3455.49722,4914482,122862.05,5,2575.914039,1545.548423,2198112,54952.8
N2,S6,L,999,1,1097.113546,658.2681276,936203,23405.075,243,6856.27558,4113.765348,5850685,146267.125,1,1097.113546,658.2681276,936203,23405.075
N3,S0,H,1,48,571.4033796,342.8420278,19023,190.23,48,571.4033796,342.8420278,19023,190.23,156,55517.14145,33310.28487,1848261,18482.61
N3,S0,H,2,16,763.8836854,458.3302112,25431,254.31,64,1335.287065,801.172239,44454,444.54,108,54945.73807,32967.44284,1829238,18292.38
N3,S0,H,3,18,1327.026752,796.2160514,44179,441.79,82,2662.313817,1597.38829,88633,886.33,92,54181.85439,32509.11263,1803807,18038.07
N3,S0,H,4,11,1213.034436,727.8206618,40384,403.84,93,3875.348254,2325.208952,129017,1290.17,74,52854.82763,31712.89658,1759628,17596.28
N3,S0,H,7,12,2280.627293,1368.376376,75926,759.26,105,6155.975547,3693.585328,204943,2049.43,63,51641.7932,30985.07592,1719244,17192.44
N3,S0,H,10,10,2672.436455,1603.461873,88970,889.7,115,8828.412002,5297.047201,293913,2939.13,51,49361.1659,29616.69954,1643318,16433.18
N3,S0,H,20,13,5980.706729,3588.424038,199108,1991.08,128,14809.11873,8885.471239,493021,4930.21,41,46688.72945,28013.23767,1554348,15543.48
N3,S0,H,50,20,18404.39733,11042.6384,612714,6127.14,148,33213.51606,19928.10963,1105735,11057.35,28,40708.02272,24424.81363,1355240,13552.4
N3,S0,H,100,5,10645.65077,6387.390461,354412,3544.12,153,43859.16683,26315.5001,1460147,14601.47,8,22303.62539,13382.17524,742526,7425.26
N3,S0,H,200,3,11657.97462,6994.784775,388114,3881.14,156,55517.14145,33310.28487,1848261,18482.61,3,11657.97462,6994.784775,388114,3881.14
N3,S0,M,1,63,320.5140458,192.3084275,25021,250.21,63,320.5140458,192.3084275,25021,250.21,240,72716.24786,43629.74872,5676610,56766.1
N3,S0,M,2,29,545.2492051,327.1495231,42565,425.65,92,865.7632509,519.4579506,67586,675.86,177,72395.73381,43437.44029,5651589,56515.89
N3,S0,M,3,17,536.2567244,321.7540346,41863,418.63,109,1402.019975,841.2119852,109449,1094.49,148,71850.48461,43110.29077,5609024,56090.24
N3,S0,M,4,24,1176.170363,705.702218,91818,918.18,133,2578.190339,1546.914203,201267,2012.67,131,71314.22789,42788.53673,5567161,55671.61
N3,S0,M,7,25,1844.573001,1106.743801,143997,1439.97,158,4422.76334,2653.658004,345264,3452.64,107,70138.05752,42082.83451,5475343,54753.43
N3,S0,M,10,13,1483.182878,889.909727,115785,1157.85,171,5905.946218,3543.567731,461049,4610.49,82,68293.48452,40976.09071,5331346,53313.46
N3,S0,M,20,26,4900.159026,2940.095415,382532,3825.32,197,10806.10524,6483.663146,843581,8435.81,69,66810.30164,40086.18099,5215561,52155.61
N3,S0,M,50,23,9993.989442,5996.393665,780183,7801.83,220,20800.09469,12480.05681,1623764,16237.64,43,61910.14262,37146.08557,4833029,48330.29
N3,S0,M,100,6,5040.349494,3024.209697,393476,3934.76,226,25840.44418,15504.26651,2017240,20172.4,20,51916.15318,31149.69191,4052846,40528.46
N3,S0,M,200,9,15880.24699,9528.148197,1239695,12396.95,235,41720.69117,25032.4147,3256935,32569.35,14,46875.80368,28125.48221,3659370,36593.7
N3,S0,M,500,4,19806.52804,11883.91683,1546201,15462.01,239,61527.21922,36916.33153,4803136,48031.36,5,30995.55669,18597.33401,2419675,24196.75
N3,S0,M,999,1,11189.02864,6713.417186,873474,8734.74,240,72716.24786,43629.74872,5676610,56766.1,1,11189.02864,6713.417186,873474,8734.74
N3,S0,L,1,14,5.351956322,3.211173793,4567,45.67,14,5.351956322,3.211173793,4567,45.67,50,951.7974435,571.0784661,812200,8122
N3,S0,L,2,4,7.14023864,4.284143184,6093,60.93,18,12.49219496,7.495316977,10660,106.6,36,946.4454872,567.8672923,807633,8076.33
N3,S0,L,3,1,2.387110801,1.432266481,2037,20.37,19,14.87930576,8.927583458,12697,126.97,32,939.3052486,563.5831491,801540,8015.4
N3,S0,L,4,2,10.50469377,6.302816265,8964,89.64,21,25.38399954,15.23039972,21661,216.61,31,936.9181378,562.1508827,799503,7995.03
N3,S0,L,7,8,52.37581254,31.42548752,44694,446.94,29,77.75981207,46.65588724,66355,663.55,29,926.413444,555.8480664,790539,7905.39
N3,S0,L,10,6,61.68870872,37.01322523,52641,526.41,35,139.4485208,83.66911248,118996,1189.96,21,874.0376315,524.4225789,745845,7458.45
N3,S0,L,20,4,81.24262665,48.74557599,69327,693.27,39,220.6911475,132.4146885,188323,1883.23,15,812.3489227,487.4093536,693204,6932.04
N3,S0,L,50,6,217.5493487,130.5296092,185642,1856.42,45,438.2404962,262.9442977,373965,3739.65,11,731.1062961,438.6637777,623877,6238.77
N3,S0,L,100,3,255.7958559,153.4775136,218279,2182.79,48,694.0363521,416.4218112,592244,5922.44,5,513.5569474,308.1341684,438235,4382.35
N3,S0,L,200,2,257.7610915,154.6566549,219956,2199.56,50,951.7974435,571.0784661,812200,8122,2,257.7610915,154.6566549,219956,2199.56
N3,S1,H,1,5,25.86228827,15.51737296,861,8.61,5,25.86228827,15.51737296,861,8.61,17,7091.1631,4254.69786,236077,2360.77
N3,S1,H,2,2,83.62440251,50.1746415,2784,27.84,7,109.4866908,65.69201447,3645,36.45,12,7065.300812,4239.180487,235216,2352.16
N3,S1,H,3,2,148.1749919,88.90499516,4933,49.33,9,257.6616827,154.5970096,8578,85.78,10,6981.676409,4189.005846,232432,2324.32
N3,S1,H,4,3,392.2597243,235.3558346,13059,130.59,12,649.921407,389.9528442,21637,216.37,8,6833.501417,4100.10085,227499,2274.99
N3,S1,H,7,1,181.4565429,108.8739258,6041,60.41,13,831.3779499,498.8267699,27678,276.78,5,6441.241693,3864.745016,214440,2144.4
N3,S1,H,10,1,210.9834063,126.5900438,7024,70.24,14,1042.361356,625.4168137,34702,347.02,4,6259.78515,3755.87109,208399,2083.99
N3,S1,H,50,1,780.3141984,468.188519,25978,259.78,15,1822.675555,1093.605333,60680,606.8,3,6048.801744,3629.281046,201375,2013.75
N3,S1,H,100,1,1786.059841,1071.635905,59461,594.61,16,3608.735396,2165.241237,120141,1201.41,2,5268.487545,3161.092527,175397,1753.97
N3,S1,H,200,1,3482.427704,2089.456623,115936,1159.36,17,7091.1631,4254.69786,236077,2360.77,1,3482.427704,2089.456623,115936,1159.36
N3,S1,M,1,21,142.1375586,85.28253513,11096,110.96,21,142.1375586,85.28253513,11096,110.96,74,15203.2746,9121.96476,1186847,11868.47
N3,S1,M,2,5,84.25006512,50.55003907,6577,65.77,26,226.3876237,135.8325742,17673,176.73,53,15061.13704,9036.682225,1175751,11757.51
N3,S1,M,3,4,136.8343007,82.10058041,10682,106.82,30,363.2219244,217.9331546,28355,283.55,48,14976.88698,8986.132186,1169174,11691.74
N3,S1,M,4,11,549.6685867,329.801152,42910,429.1,41,912.890511,547.7343066,71265,712.65,44,14840.05268,8904.031605,1158492,11584.92
N3,S1,M,7,9,702.5535688,421.5321413,54845,548.45,50,1615.44408,969.2664479,126110,1261.1,33,14290.38409,8574.230453,1115582,11155.82
N3,S1,M,10,3,289.7192828,173.8315697,22617,226.17,53,1905.163363,1143.098018,148727,1487.27,24,13587.83052,8152.698312,1060737,10607.37
N3,S1,M,20,8,1494.378645,896.6271869,116659,1166.59,61,3399.542007,2039.725204,265386,2653.86,21,13298.11124,7978.866742,1038120,10381.2
N3,S1,M,50,7,2812.904333,1687.7426,219590,2195.9,68,6212.446341,3727.467804,484976,4849.76,13,11803.73259,7082.239555,921461,9214.61
N3,S1,M,100,5,4418.510485,2651.106291,344932,3449.32,73,10630.95683,6378.574096,829908,8299.08,6,8990.828259,5394.496955,701871,7018.71
N3,S1,M,500,1,4572.317773,2743.390664,356939,3569.39,74,15203.2746,9121.96476,1186847,11868.47,1,4572.317773,2743.390664,356939,3569.39
N3,S1,L,1,19,6.560160169,3.936096101,5598,55.98,19,6.560160169,3.936096101,5598,55.98,47,388.2236694,232.9342016,331284,3312.84
N3,S1,L,2,7,11.6800851,7.008051061,9967,99.67,26,18.24024527,10.94414716,15565,155.65,28,381.6635092,228.9981055,325686,3256.86
N3,S1,L,3,2,5.465628265,3.279376959,4664,46.64,28,23.70587354,14.22352412,20229,202.29,21,369.9834241,221.9900545,315719,3157.19
N3,S1,L,4,3,12.60938253,7.565629519,10760,107.6,31,36.31525607,21.78915364,30989,309.89,19,364.5177959,218.7106775,311055,3110.55
N3,S1,L,7,2,13.90430518,8.342583108,11865,118.65,33,50.21956125,30.13173675,42854,428.54,16,351.9084133,211.145048,300295,3002.95
N3,S1,L,10,5,51.82737471,31.09642482,44226,442.26,38,102.046936,61.22816157,87080,870.8,14,338.0041082,202.8024649,288430,2884.3
N3,S1,L,20,4,51.80979657,31.08587794,44211,442.11,42,153.8567325,92.31403952,131291,1312.91,9,286.1767334,171.7060401,244204,2442.04
N3,S1,L,50,4,113.3133489,67.98800936,96694,966.94,46,267.1700815,160.3020489,227985,2279.85,5,234.3669369,140.6201621,199993,1999.93
N3,S1,L,200,1,121.0535879,72.63215276,103299,1032.99,47,388.2236694,232.9342016,331284,3312.84,1,121.0535879,72.63215276,103299,1032.99
N3,S2,H,1,4,48.57063896,29.14238337,1617,24.255,4,48.57063896,29.14238337,1617,24.255,15,5200.512681,3120.307608,173134,2597.01
N3,S2,H,2,1,31.83975095,19.10385057,1060,15.9,5,80.41038991,48.24623395,2677,40.155,11,5151.942042,3091.165225,171517,2572.755
N3,S2,H,3,1,69.59688959,41.75813375,2317,34.755,6,150.0072795,90.0043677,4994,74.91,10,5120.102291,3072.061375,170457,2556.855
N3,S2,H,4,1,145.7119169,87.42715012,4851,72.765,7,295.7191964,177.4315178,9845,147.675,9,5050.505401,3030.303241,168140,2522.1
N3,S2,H,7,1,173.7969802,104.2781881,5786,86.79,8,469.5161766,281.7097059,15631,234.465,8,4904.793484,2942.876091,163289,2449.335
N3,S2,H,10,2,445.2158383,267.129503,14822,222.33,10,914.7320149,548.8392089,30453,456.795,7,4730.996504,2838.597903,157503,2362.545
N3,S2,H,20,3,1016.10858,609.6651483,33828,507.42,13,1930.840595,1158.504357,64281,964.215,5,4285.780666,2571.4684,142681,2140.215
N3,S2,H,50,1,706.1816462,423.7089877,23510,352.65,14,2637.022242,1582.213345,87791,1316.865,2,3269.672085,1961.803251,108853,1632.795
N3,S2,H,100,1,2563.490439,1538.094264,85343,1280.145,15,5200.512681,3120.307608,173134,2597.01,1,2563.490439,1538.094264,85343,1280.145
N3,S2,M,1,44,210.4650403,126.2790242,16430,246.45,44,210.4650403,126.2790242,16430,246.45,175,23061.51144,13836.90686,1800302,27004.53
N3,S2,M,2,21,387.4068298,232.4440979,30243,453.645,65,597.8718701,358.723122,46673,700.095,131,22851.0464,13710.62784,1783872,26758.08
N3,S2,M,3,10,336.6928253,202.0156952,26284,394.26,75,934.5646953,560.7388172,72957,1094.355,110,22463.63957,13478.18374,1753629,26304.435
N3,S2,M,4,19,952.6265156,571.5759094,74367,1115.505,94,1887.191211,1132.314727,147324,2209.86,100,22126.94674,13276.16805,1727345,25910.175
N3,S2,M,7,15,1133.500914,680.1005485,88487,1327.305,109,3020.692125,1812.415275,235811,3537.165,81,21174.32023,12704.59214,1652978,24794.67
N3,S2,M,10,14,1445.701399,867.4208393,112859,1692.885,123,4466.393524,2679.836114,348670,5230.05,66,20040.81931,12024.49159,1564491,23467.365
N3,S2,M,20,34,6170.981013,3702.588608,481739,7226.085,157,10637.37454,6382.424722,830409,12456.135,52,18595.11792,11157.07075,1451632,21774.48
N3,S2,M,50,10,3396.019312,2037.611587,265111,3976.665,167,14033.39385,8420.036309,1095520,16432.8,18,12424.1369,7454.482142,969893,14548.395
N3,S2,M,100,6,5851.645469,3510.987281,456810,6852.15,173,19885.03932,11931.02359,1552330,23284.95,8,9028.117591,5416.870555,704782,10571.73
N3,S2,M,200,2,3176.472122,1905.883273,247972,3719.58,175,23061.51144,13836.90686,1800302,27004.53,2,3176.472122,1905.883273,247972,3719.58
N3,S2,L,1,34,15.28008725,9.168052351,13039,195.585,34,15.28008725,9.168052351,13039,195.585,83,661.510942,396.9065652,564489,8467.335
N3,S2,L,2,12,20.4281372,12.25688232,17432,261.48,46,35.70822445,21.42493467,30471,457.065,49,646.2308548,387.7385129,551450,8271.75
N3,S2,L,3,6,18.34688596,11.00813158,15656,234.84,52,54.05511041,32.43306625,46127,691.905,37,625.8027176,375.4816305,534018,8010.27
N3,S2,L,4,8,35.56877125,21.34126275,30352,455.28,60,89.62388166,53.774329,76479,1147.185,31,607.4558316,364.473499,518362,7775.43
N3,S2,L,7,4,27.71954781,16.63172868,23654,354.81,64,117.3434295,70.40605768,100133,1501.995,23,571.8870604,343.1322362,488010,7320.15
N3,S2,L,10,7,65.35199216,39.2111953,55767,836.505,71,182.6954216,109.617253,155900,2338.5,19,544.1675125,326.5005075,464356,6965.34
N3,S2,L,20,6,100.1156848,60.06941088,85432,1281.48,77,282.8111064,169.6866639,241332,3619.98,12,478.8155204,287.2893122,408589,6128.835
N3,S2,L,50,3,115.9231161,69.55386967,98921,1483.815,80,398.7342226,239.2405335,340253,5103.795,6,378.6998356,227.2199014,323157,4847.355
N3,S2,L,100,3,262.7767195,157.6660317,224236,3363.54,83,661.510942,396.9065652,564489,8467.335,3,262.7767195,157.6660317,224236,3363.54
N3,S3,H,1,2,38.11758864,22.87055319,1269,25.38,2,38.11758864,22.87055319,1269,25.38,4,1483.462057,890.0772342,49387,987.74
N3,S3,H,50,2,1445.344468,867.206681,48118,962.36,4,1483.462057,890.0772342,49387,987.74,2,1445.344468,867.206681,48118,962.36
N3,S3,M,1,12,57.00361712,34.20217027,4450,89,12,57.00361712,34.20217027,4450,89,68,8389.062209,5033.437325,654894,13097.88
N3,S3,M,2,9,183.5388373,110.1233024,14328,286.56,21,240.5424544,144.3254727,18778,375.56,56,8332.058592,4999.235155,650444,13008.88
N3,S3,M,3,8,248.2923844,148.9754306,19383,387.66,29,488.8348389,293.3009033,38161,763.22,47,8148.519755,4889.111853,636116,12722.32
N3,S3,M,4,7,344.7630003,206.8578002,26914,538.28,36,833.5978391,500.1587035,65075,1301.5,39,7900.22737,4740.136422,616733,12334.66
N3,S3,M,7,8,612.2572773,367.3543664,47796,955.92,44,1445.855116,867.5130698,112871,2257.42,32,7555.46437,4533.278622,589819,11796.38
N3,S3,M,10,5,513.1862717,307.911763,40062,801.24,49,1959.041388,1175.424833,152933,3058.66,24,6943.207093,4165.924256,542023,10840.46
N3,S3,M,20,8,1394.116328,836.4697966,108832,2176.64,57,3353.157716,2011.894629,261765,5235.3,19,6430.020821,3858.012493,501961,10039.22
N3,S3,M,50,9,2904.981187,1742.988712,226778,4535.56,66,6258.138903,3754.883342,488543,9770.86,11,5035.904493,3021.542696,393129,7862.58
N3,S3,M,100,2,2130.923306,1278.553984,166351,3327.02,68,8389.062209,5033.437325,654894,13097.88,2,2130.923306,1278.553984,166351,3327.02
N3,S3,L,1,12,5.987112951,3.592267771,5109,102.18,12,5.987112951,3.592267771,5109,102.18,59,1096.211202,657.726721,935433,18708.66
N3,S3,L,2,8,14.29922729,8.579536375,12202,244.04,20,20.28634024,12.17180415,17311,346.22,47,1090.224089,654.1344532,930324,18606.48
N3,S3,L,3,7,19.95704317,11.9742259,17030,340.6,27,40.24338341,24.14603005,34341,686.82,39,1075.924861,645.5549169,918122,18362.44
N3,S3,L,4,6,27.65040714,16.59024428,23595,471.9,33,67.89379056,40.73627433,57936,1158.72,32,1055.967818,633.580691,901092,18021.84
N3,S3,L,7,4,27.94337607,16.76602564,23845,476.9,37,95.83716662,57.50229997,81781,1635.62,26,1028.317411,616.9904467,877497,17549.94
N3,S3,L,10,5,49.63245152,29.77947091,42353,847.06,42,145.4696181,87.28177089,124134,2482.68,22,1000.374035,600.224421,853652,17073.04
N3,S3,L,20,7,119.0567117,71.43402704,101595,2031.9,49,264.5263299,158.7157979,225729,4514.58,17,950.7415835,570.4449501,811299,16225.98
N3,S3,L,50,4,125.3180436,75.19082616,106938,2138.76,53,389.8443735,233.9066241,332667,6653.34,10,831.6848718,499.0109231,709704,14194.08
N3,S3,L,100,4,359.4154491,215.6492694,306701,6134.02,57,749.2598226,449.5558935,639368,12787.36,6,706.3668282,423.8200969,602766,12055.32
N3,S3,L,200,2,346.9513791,208.1708275,296065,5921.3,59,1096.211202,657.726721,935433,18708.66,2,346.9513791,208.1708275,296065,5921.3
N3,S4,H,1,2,0.600750018,0.360450011,20,0.5,2,0.600750018,0.360450011,20,0.5,7,7792.899196,4675.739518,259439,6485.975
N3,S4,H,2,1,34.69331354,20.81598812,1155,28.875,3,35.29406356,21.17643813,1175,29.375,5,7792.298446,4675.379068,259419,6485.475
N3,S4,H,10,1,219.9045441,131.9427265,7321,183.025,4,255.1986076,153.1191646,8496,212.4,4,7757.605132,4654.563079,258264,6456.6
N3,S4,H,20,1,439.4786757,263.6872054,14631,365.775,5,694.6772833,416.80637,23127,578.175,3,7537.700588,4522.620353,250943,6273.575
N3,S4,H,50,1,989.3151296,593.5890778,32936,823.4,6,1683.992413,1010.395448,56063,1401.575,2,7098.221913,4258.933148,236312,5907.8
N3,S4,H,500,1,6108.906783,3665.34407,203376,5084.4,7,7792.899196,4675.739518,259439,6485.975,1,6108.906783,3665.34407,203376,5084.4
N3,S4,M,1,18,89.92480723,53.95488434,7020,175.5,18,89.92480723,53.95488434,7020,175.5,114,46367.33142,27820.39885,3619676,90491.9
N3,S4,M,2,3,49.97103604,29.98262162,3901,97.525,21,139.8958433,83.93750596,10921,273.025,96,46277.40661,27766.44397,3612656,90316.4
N3,S4,M,3,6,191.5193437,114.9116062,14951,373.775,27,331.415187,198.8491122,25872,646.8,93,46227.43557,27736.46134,3608755,90218.875
N3,S4,M,4,10,504.578085,302.746851,39390,984.75,37,835.993272,501.5959632,65262,1631.55,87,46035.91623,27621.54974,3593804,89845.1
N3,S4,M,7,4,297.8791264,178.7274758,23254,581.35,41,1133.872398,680.3234391,88516,2212.9,77,45531.33814,27318.80289,3554414,88860.35
N3,S4,M,10,10,1046.074018,627.644411,81662,2041.55,51,2179.946417,1307.96785,170178,4254.45,73,45233.45902,27140.07541,3531160,88279
N3,S4,M,20,30,5292.676966,3175.60618,413174,10329.35,81,7472.623383,4483.57403,583352,14583.8,63,44187.385,26512.431,3449498,86237.45
N3,S4,M,50,18,7071.407587,4242.844552,552031,13800.775,99,14544.03097,8726.418582,1135383,28384.575,33,38894.70803,23336.82482,3036324,75908.1
N3,S4,M,100,7,6009.539083,3605.72345,469136,11728.4,106,20553.57005,12332.14203,1604519,40112.975,15,31823.30045,19093.98027,2484293,62107.325
N3,S4,M,200,4,7697.781266,4618.668759,600929,15023.225,110,28251.35132,16950.81079,2205448,55136.2,8,25813.76136,15488.25682,2015157,50378.925
N3,S4,M,500,4,18115.9801,10869.58806,1414228,35355.7,114,46367.33142,27820.39885,3619676,90491.9,4,18115.9801,10869.58806,1414228,35355.7
N3,S4,L,1,12,4.13437747,2.480626482,3528,88.2,12,4.13437747,2.480626482,3528,88.2,81,2611.515622,1566.909373,2228492,55712.3
N3,S4,L,2,6,7.93594224,4.761565344,6772,169.3,18,12.07031971,7.242191826,10300,257.5,69,2607.381245,1564.428747,2224964,55624.1
N3,S4,L,3,4,11.83360082,7.100160491,10098,252.45,22,23.90392053,14.34235232,20398,509.95,63,2599.445303,1559.667182,2218192,55454.8
N3,S4,L,4,11,48.35862264,29.01517358,41266,1031.65,33,72.26254316,43.3575259,61664,1541.6,59,2587.611702,1552.567021,2208094,55202.35
N3,S4,L,7,4,26.42228141,15.85336884,22547,563.675,37,98.68482457,59.21089474,84211,2105.275,48,2539.253079,1523.551848,2166828,54170.7
N3,S4,L,10,6,55.99339282,33.59603569,47781,1194.525,43,154.6782174,92.80693044,131992,3299.8,44,2512.830798,1507.698479,2144281,53607.025
N3,S4,L,20,14,213.0634085,127.8380451,181814,4545.35,57,367.7416259,220.6449755,313806,7845.15,38,2456.837405,1474.102443,2096500,52412.5
N3,S4,L,50,16,567.459714,340.4758284,484232,12105.8,73,935.2013399,561.1208039,798038,19950.95,24,2243.773997,1346.264398,1914686,47867.15
N3,S4,L,100,6,517.4323403,310.4594042,441542,11038.55,79,1452.63368,871.5802081,1239580,30989.5,8,1676.314283,1005.78857,1430454,35761.35
N3,S4,L,200,1,182.041515,109.224909,155342,3883.55,80,1634.675195,980.8051171,1394922,34873.05,2,1158.881942,695.3291653,988912,24722.8
N3,S4,L,999,1,976.8404272,586.1042563,833570,20839.25,81,2611.515622,1566.909373,2228492,55712.3,1,976.8404272,586.1042563,833570,20839.25
N3,S5,M,1,3,13.52715049,8.116290294,1056,26.4,3,13.52715049,8.116290294,1056,26.4,28,56553.57036,33932.14222,4414867,110371.675
N3,S5,M,3,1,29.94931614,17.96958968,2338,58.45,4,43.47646663,26.08587998,3394,84.85,25,56540.04321,33924.02593,4413811,110345.275
N3,S5,M,4,3,153.7560486,92.25362916,12003,300.075,7,197.2325152,118.3395091,15397,384.925,24,56510.09389,33906.05634,4411473,110286.825
N3,S5,M,7,1,67.30269761,40.38161856,5254,131.35,8,264.5352128,158.7211277,20651,516.275,21,56356.33785,33813.80271,4399470,109986.75
N3,S5,M,10,1,101.1974326,60.71845958,7900,197.5,9,365.7326455,219.4395873,28551,713.775,20,56289.03515,33773.42109,4394216,109855.4
N3,S5,M,20,6,1051.518184,630.9109104,82087,2052.175,15,1417.250829,850.3504977,110638,2765.95,19,56187.83771,33712.70263,4386316,109657.9
